MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters
Fix,GT,37.4275798000,-122.0994020000,-30.251028661537248,5.791978,0.1,305.9571,1593045502440,,,,
Fix,GT,37.4276262000,-122.0994429000,-30.31830645804081,7.0040617,0.1,329.1633,1593045503440,,,,
Fix,GT,37.4276929000,-122.0994729000,-30.286800384521484,8.739427,0.1,341.85883,1593045504440,,,,
Fix,GT,37.4277731000,-122.0995063000,-30.299800872802734,10.1644945,0.1,341.58542,1593045505440,,,,
Fix,GT,37.4278661000,-122.0995482000,-30.282209630032582,11.682042,0.1,340.02118,1593045506440,,,,
Fix,GT,37.4279707000,-122.0995967000,-30.27598153832696,13.1239395,0.1,339.78143,1593045507440,,,,
Fix,GT,37.4280869000,-122.0996501000,-30.31425651369574,14.287333,0.1,340.07944,1593045508440,,,,
Fix,GT,37.4282129000,-122.0997068000,-30.345256650100964,15.362028,0.1,340.40338,1593045509440,,,,
Fix,GT,37.4283472000,-122.0997670000,-30.388668038148808,16.212236,0.1,340.3107,1593045510440,,,,
Fix,GT,37.4284866000,-122.0998289000,-30.417619163398513,16.42727,0.1,340.80966,1593045511440,,,,
Fix,GT,37.4286260000,-122.0998888000,-30.445028679268944,16.361805,0.1,341.35773,1593045512440,,,,
Fix,GT,37.4287675000,-122.0999478000,-30.472752785756143,16.74784,0.1,341.84503,1593045513440,,,,
Fix,GT,37.4289123000,-122.1000073000,-30.490800857543945,17.035975,0.1,341.92026,1593045514440,,,,
Fix,GT,37.4290592000,-122.1000680000,-30.491210166081146,17.264635,0.1,341.73407,1593045515440,,,,
Fix,GT,37.4292060000,-122.1001294000,-30.523439010383413,17.069212,0.1,341.43906,1593045516440,,,,
Fix,GT,37.4293494000,-122.1001910000,-30.540257465338982,16.427334,0.1,340.82852,1593045517440,,,,
Fix,GT,37.4294845000,-122.1002499000,-30.587438967770595,15.323603,0.1,340.92328,1593045518440,,,,
Fix,GT,37.4296110000,-122.1003019000,-30.608800888061523,14.250643,0.1,342.58994,1593045519440,,,,
Fix,GT,37.4297314000,-122.1003452000,-30.683485241322046,13.649679,0.1,345.2016,1593045520440,,,,
Fix,GT,37.4298500000,-122.1003735000,-30.78884757357514,13.246953,0.1,352.47833,1593045521440,,,,
Fix,GT,37.4299655000,-122.1003773000,-30.7687525205763,12.453424,0.1,2.2827497,1593045522440,,,,
Fix,GT,37.4300735000,-122.1003578000,-30.656705500923977,11.908358,0.1,11.870026,1593045523440,,,,
Fix,GT,37.4301759000,-122.1003199000,-30.601344311321782,12.0044565,0.1,18.192238,1593045524440,,,,
Fix,GT,37.4302804000,-122.1002730000,-30.539294701531787,12.624653,0.1,20.50411,1593045525440,,,,
Fix,GT,37.4303863000,-122.1002219000,-30.492706851410276,12.381596,0.1,21.594694,1593045526440,,,,
Fix,GT,37.4304860000,-122.1001722000,-30.43893525285017,11.376717,0.1,21.10662,1593045527440,,,,
Fix,GT,37.4305790000,-122.1001415000,-30.390621330288525,10.100734,0.1,9.689779,1593045528440,,,,
Fix,GT,37.4306667000,-122.1001436000,-30.36502785235001,9.249793,0.1,353.33517,1593045529440,,,,
Fix,GT,37.4307426000,-122.1001763000,-30.32821005980577,8.322426,0.1,334.82953,1593045530440,,,,
Fix,GT,37.4307971000,-122.1002295000,-30.40307819485389,7.052747,0.1,318.30823,1593045531440,,,,
Fix,GT,37.4308421000,-122.1002851000,-30.434667568881423,6.9714193,0.1,315.2866,1593045532440,,,,
Fix,GT,37.4308885000,-122.1003389000,-30.577762030543624,7.195856,0.1,319.3245,1593045533440,,,,
Fix,GT,37.4309462000,-122.1003774000,-30.75448551415718,7.4177966,0.1,337.07114,1593045534440,,,,
Fix,GT,37.4310121000,-122.1003919000,-30.8115717343573,7.5673914,0.1,353.22742,1593045535440,,,,
Fix,GT,37.4310835000,-122.1003924000,-30.751343012423206,8.451472,0.1,1.4023418,1593045536440,,,,
Fix,GT,37.4311641000,-122.1003865000,-30.737572121608082,9.527398,0.1,3.8359303,1593045537440,,,,
Fix,GT,37.4312551000,-122.1003790000,-30.724838698575695,10.695663,0.1,3.9044387,1593045538440,,,,
Fix,GT,37.4313549000,-122.1003710000,-30.671934146206468,11.481202,0.1,3.492172,1593045539440,,,,
Fix,GT,37.4314607000,-122.1003616000,-30.59334376350091,11.88821,0.1,4.878766,1593045540440,,,,
Fix,GT,37.4315668000,-122.1003476000,-30.539705828087847,11.750038,0.1,6.397571,1593045541440,,,,
Fix,GT,37.4316711000,-122.1003330000,-30.456478291600718,11.672701,0.1,6.476041,1593045542440,,,,
Fix,GT,37.4317775000,-122.1003186000,-30.317247281843493,12.049929,0.1,6.213992,1593045543440,,,,
Fix,GT,37.4318847000,-122.1003034000,-30.133838312153216,11.794798,0.1,7.053465,1593045544440,,,,
Fix,GT,37.4319864000,-122.1002871000,-29.965657318838396,10.906872,0.1,7.668115,1593045545440,,,,
Fix,GT,37.4320778000,-122.1002693000,-29.811934422944887,9.546538,0.1,10.966729,1593045546440,,,,
Fix,GT,37.4321521000,-122.1002353000,-29.739752979948776,8.325191,0.1,26.157722,1593045547440,,,,
Fix,GT,37.4322051000,-122.1001749000,-29.651429532035536,7.8368683,0.1,49.61653,1593045548440,,,,
Fix,GT,37.4322327000,-122.1000944000,-29.566028091215742,8.143656,0.1,73.582634,1593045549440,,,,
Fix,GT,37.4322359000,-122.0999976000,-29.56280224212412,9.254065,0.1,91.96793,1593045550440,,,,
Fix,GT,37.4322248000,-122.0998863000,-29.592849449613993,10.630871,0.1,98.35685,1593045551440,,,,
Fix,GT,37.4322095000,-122.0997597000,-29.664392218480714,11.995021,0.1,98.789764,1593045552440,,,,
Fix,GT,37.4321934000,-122.0996198000,-29.68884811245539,12.961719,0.1,97.976166,1593045553440,,,,
Fix,GT,37.4321788000,-122.0994692000,-29.753124975675746,13.828459,0.1,96.47432,1593045554440,,,,
Fix,GT,37.4321659000,-122.0993110000,-29.760258474742614,14.193929,0.1,95.699394,1593045555440,,,,
Fix,GT,37.4321539000,-122.0991522000,-29.81403007050119,14.02623,0.1,95.41788,1593045556440,,,,
Fix,GT,37.4321419000,-122.0989953000,-29.883257666026793,13.937009,0.1,95.72368,1593045557440,,,,
Fix,GT,37.4321290000,-122.0988378000,-29.824210350080193,14.1000805,0.1,95.97957,1593045558440,,,,
Fix,GT,37.4321154000,-122.0986782000,-29.869478379368502,14.330864,0.1,96.2134,1593045559440,,,,
Fix,GT,37.4321005000,-122.0985180000,-29.839390808449195,14.164274,0.1,96.96353,1593045560440,,,,
Fix,GT,37.4320842000,-122.0983606000,-29.805210124124983,13.983728,0.1,97.62581,1593045561440,,,,
Fix,GT,37.4320667000,-122.0982059000,-29.841076128312864,13.56906,0.1,98.15574,1593045562440,,,,
Fix,GT,37.4320505000,-122.0980596000,-29.9142586953335,12.476934,0.1,97.281784,1593045563440,,,,
Fix,GT,37.4320392000,-122.0979294000,-29.955438108815315,10.664318,0.1,94.6527,1593045564440,,,,
Fix,GT,37.4320401000,-122.0978187000,-29.959800720214844,9.070546,0.1,85.584045,1593045565440,,,,
Fix,GT,37.4320598000,-122.0977245000,-29.931477528101027,8.150941,0.1,69.78597,1593045566440,,,,
Fix,GT,37.4320984000,-122.0976519000,-29.9260295825776,7.3362665,0.1,50.329144,1593045567440,,,,
Fix,GT,37.4321514000,-122.0976058000,-29.963752235814354,6.6550827,0.1,28.095228,1593045568440,,,,
Fix,GT,37.4322047000,-122.0975979000,-29.982802330935044,5.1760807,0.1,359.73892,1593045569440,,,,
Fix,GT,37.4322432000,-122.0976220000,-29.95657221617131,4.221379,0.1,329.11395,1593045570440,,,,
Fix,GT,37.4322613000,-122.0976614000,-30.006305286845077,3.7051716,0.1,299.3663,1593045571440,,,,
Fix,GT,37.4322677000,-122.0977037000,-30.14267815482674,3.6032362,0.1,281.9602,1593045572440,,,,
Fix,GT,37.4322719000,-122.0977449000,-30.024885461749307,3.77123,0.1,277.69702,1593045573440,,,,
Fix,GT,37.4322767000,-122.0977939000,-29.925161989061223,5.260919,0.1,276.83734,1593045574440,,,,
Fix,GT,37.4322843000,-122.0978665000,-29.89393337457068,7.649972,0.1,277.30338,1593045575440,,,,
Fix,GT,37.4322951000,-122.0979621000,-29.789524863717133,9.244896,0.1,278.16278,1593045576440,,,,
Fix,GT,37.4323082000,-122.0980707000,-29.692391212300663,10.082762,0.1,278.40918,1593045577440,,,,
Fix,GT,37.4323204000,-122.0981833000,-29.602296213600482,9.826176,0.1,276.70782,1593045578440,,,,
Fix,GT,37.4323216000,-122.0982875000,-29.53780174255371,8.541157,0.1,266.47778,1593045579440,,,,
Fix,GT,37.4323020000,-122.0983725000,-29.570847200867945,7.013639,0.1,247.85986,1593045580440,,,,
Fix,GT,37.4322692000,-122.0984298000,-29.687486998127724,5.4382095,0.1,230.58606,1593045581440,,,,
Fix,GT,37.4322335000,-122.0984612000,-29.709306306561416,3.9543467,0.1,213.12154,1593045582440,,,,
Fix,GT,37.4322073000,-122.0984749000,-29.80325774160542,2.8977113,0.1,205.0636,1593045583440,,,,
Fix,GT,37.4321858000,-122.0984943000,-30.056857865282325,3.3023076,0.1,215.72017,1593045584440,,,,
Fix,GT,37.4321682000,-122.0985336000,-29.92657242350026,4.8869066,0.1,240.84943,1593045585440,,,,
Fix,GT,37.4321617000,-122.0986019000,-29.887390016845814,7.5661488,0.1,266.15707,1593045586440,,,,
Fix,GT,37.4321680000,-122.0987028000,-29.897801336580528,10.367986,0.1,276.55765,1593045587440,,,,
Fix,GT,37.4321838000,-122.0988322000,-29.844029738020424,12.806504,0.1,278.67654,1593045588440,,,,
Fix,GT,37.4321993000,-122.0989870000,-29.882305509473554,14.692299,0.1,276.43594,1593045589440,,,,
Fix,GT,37.4322118000,-122.0991618000,-29.83611566651632,16.08926,0.1,274.56668,1593045590440,,,,
Fix,GT,37.4322222000,-122.0993451000,-29.756391515444875,16.263521,0.1,274.32504,1593045591440,,,,
Fix,GT,37.4322347000,-122.0995241000,-29.71057282201707,15.311171,0.1,275.5098,1593045592440,,,,
Fix,GT,37.4322484000,-122.0996872000,-29.648343291128867,13.660607,0.1,276.43076,1593045593440,,,,
Fix,GT,37.4322618000,-122.0998291000,-29.599524338241963,11.6134815,0.1,276.6302,1593045594440,,,,
Fix,GT,37.4322714000,-122.0999500000,-29.532391365901276,9.814639,0.1,275.2905,1593045595440,,,,
Fix,GT,37.4322786000,-122.1000464000,-29.512390908256748,7.201966,0.1,275.4782,1593045596440,,,,
Fix,GT,37.4322837000,-122.1001109000,-29.484799460029592,4.2259264,0.1,275.30634,1593045597440,,,,
Fix,GT,37.4322852000,-122.1001519000,-29.48557244144149,3.4389,0.1,271.61374,1593045598440,,,,
Fix,GT,37.4322769000,-122.1001959000,-29.475437794991137,4.916703,0.1,255.85358,1593045599440,,,,
Fix,GT,37.4322464000,-122.1002546000,-29.45683740804634,7.17418,0.1,232.03499,1593045600440,,,,
Fix,GT,37.4321846000,-122.1003056000,-29.449123225480037,9.152784,0.1,206.87459,1593045601440,,,,
Fix,GT,37.4320977000,-122.1003358000,-29.605171778724696,10.875507,0.1,191.41768,1593045602440,,,,
Fix,GT,37.4319911000,-122.1003544000,-29.814037866269814,12.972463,0.1,187.0994,1593045603440,,,,
Fix,GT,37.4318663000,-122.1003751000,-30.046171750323083,14.953208,0.1,188.02946,1593045604440,,,,
Fix,GT,37.4317272000,-122.1004035000,-30.280496864769702,16.127182,0.1,190.30606,1593045605440,,,,
Fix,GT,37.4315829000,-122.1004413000,-30.442534219842628,16.398165,0.1,192.67944,1593045606440,,,,
Fix,GT,37.4314423000,-122.1004830000,-30.584210577294016,15.64808,0.1,193.48608,1593045607440,,,,
Fix,GT,37.4313065000,-122.1005207000,-30.63011517609266,15.221014,0.1,191.45503,1593045608440,,,,
Fix,GT,37.4311752000,-122.1005488000,-30.65201995459438,14.041155,0.1,188.579,1593045609440,,,,
Fix,GT,37.4310578000,-122.1005689000,-30.658114141570422,12.259133,0.1,187.43808,1593045610440,,,,
Fix,GT,37.4309511000,-122.1005861000,-30.636027747355968,11.786101,0.1,187.13261,1593045611440,,,,
Fix,GT,37.4308433000,-122.1006010000,-30.625525458175048,12.455679,0.1,186.2144,1593045612440,,,,
Fix,GT,37.4307242000,-122.1006166000,-30.596068407849145,14.191265,0.1,185.8997,1593045613440,,,,
Fix,GT,37.4305897000,-122.1006357000,-30.422611471426194,15.757886,0.1,187.12201,1593045614440,,,,
Fix,GT,37.4304461000,-122.1006645000,-30.153104551579872,16.56183,0.1,191.00171,1593045615440,,,,
Fix,GT,37.4302984000,-122.1007096000,-29.958657388907056,17.219315,0.1,195.8383,1593045616440,,,,
Fix,GT,37.4301492000,-122.1007738000,-29.89393428705216,17.835936,0.1,201.52487,1593045617440,,,,
Fix,GT,37.4300002000,-122.1008566000,-29.72133372416016,18.33736,0.1,205.13818,1593045618440,,,,
Fix,GT,37.4298509000,-122.1009484000,-29.53662032750367,18.425373,0.1,207.59103,1593045619440,,,,
Fix,GT,37.4297075000,-122.1010459000,-29.670448910997038,17.80196,0.1,209.15605,1593045620440,,,,
Fix,GT,37.4295713000,-122.1011457000,-29.880678131934587,17.187683,0.1,211.8456,1593045621440,,,,
Fix,GT,37.4294491000,-122.1012570000,-30.07875369943349,16.484228,0.1,220.15108,1593045622440,,,,
Fix,GT,37.4293499000,-122.1013905000,-30.2254016992963,16.021656,0.1,233.21138,1593045623440,,,,
Fix,GT,37.4292839000,-122.1015475000,-30.31989792558545,15.619608,0.1,249.27376,1593045624440,,,,
Fix,GT,37.4292570000,-122.1017175000,-30.420486767044622,15.32449,0.1,266.43414,1593045625440,,,,
Fix,GT,37.4292732000,-122.1018896000,-30.4283061279275,15.687973,0.1,284.68945,1593045626440,,,,
Fix,GT,37.4293337000,-122.1020512000,-30.460163525817165,16.187918,0.1,303.1648,1593045627440,,,,
Fix,GT,37.4294313000,-122.1021919000,-30.32693485913751,17.010656,0.1,315.78937,1593045628440,,,,
Fix,GT,37.4295493000,-122.1023254000,-30.26266743828603,18.288248,0.1,318.71936,1593045629440,,,,
Fix,GT,37.4296796000,-122.1024709000,-30.250752680074356,20.458134,0.1,317.90698,1593045630440,,,,
Fix,GT,37.4298224000,-122.1026356000,-30.218248102177313,22.601612,0.1,317.26453,1593045631440,,,,
Fix,GT,37.4299780000,-122.1028176000,-30.144259343474573,24.454317,0.1,316.93845,1593045632440,,,,
Fix,GT,37.4301441000,-122.1030112000,-30.150114876340467,25.842121,0.1,317.3713,1593045633440,,,,
Fix,GT,37.4303201000,-122.1032119000,-30.06352596600692,26.929434,0.1,318.16998,1593045634440,,,,
Fix,GT,37.4305046000,-122.1034174000,-30.04226855595607,27.869682,0.1,318.6211,1593045635440,,,,
Fix,GT,37.4306951000,-122.1036269000,-29.931800842285156,28.231617,0.1,319.06223,1593045636440,,,,
Fix,GT,37.4308872000,-122.1038335000,-29.84147767115428,27.928913,0.1,319.73804,1593045637440,,,,
Fix,GT,37.4310780000,-122.1040357000,-29.577515616549135,27.519587,0.1,319.78232,1593045638440,,,,
Fix,GT,37.4312646000,-122.1042351000,-29.24387688613956,26.689228,0.1,319.45444,1593045639440,,,,
Fix,GT,37.4314433000,-122.1044270000,-28.919105367627367,25.669348,0.1,319.452,1593045640440,,,,
Fix,GT,37.4316163000,-122.1046166000,-28.602058383048814,25.386894,0.1,318.17868,1593045641440,,,,
Fix,GT,37.4317866000,-122.1048103000,-28.367657583271466,25.73124,0.1,317.65536,1593045642440,,,,
Fix,GT,37.4319607000,-122.1050084000,-28.14960989325118,26.389566,0.1,318.2882,1593045643440,,,,
Fix,GT,37.4321426000,-122.1052075000,-28.11343998539138,27.258736,0.1,319.45212,1593045644440,,,,
Fix,GT,37.4323329000,-122.1054098000,-28.070295796670393,28.08354,0.1,319.93256,1593045645440,,,,
Fix,GT,37.4325312000,-122.1056186000,-28.157944469735867,29.400457,0.1,320.0807,1593045646440,,,,
Fix,GT,37.4327369000,-122.1058345000,-28.370676968816497,29.980549,0.1,320.12332,1593045647440,,,,
Fix,GT,37.4329449000,-122.1060522000,-28.70431655460652,30.171753,0.1,320.2529,1593045648440,,,,
Fix,GT,37.4331542000,-122.1062704000,-29.05418251189178,30.206074,0.1,320.32938,1593045649440,,,,
Fix,GT,37.4333637000,-122.1064880000,-29.379267561398933,30.17517,0.1,320.20557,1593045650440,,,,
Fix,GT,37.4335717000,-122.1067072000,-29.662485322529847,30.13423,0.1,319.8859,1593045651440,,,,
Fix,GT,37.4337787000,-122.1069259000,-29.739849567422993,29.910942,0.1,319.95316,1593045652440,,,,
Fix,GT,37.4339837000,-122.1071421000,-29.737619755599553,29.537497,0.1,319.91443,1593045653440,,,,
Fix,GT,37.4341859000,-122.1073562000,-29.740800857543945,29.191261,0.1,319.9054,1593045654440,,,,
Fix,GT,37.4343860000,-122.1075673000,-29.757849215218755,28.858261,0.1,320.03214,1593045655440,,,,
Fix,GT,37.4345842000,-122.1077755000,-29.735573341526504,28.522547,0.1,320.12906,1593045656440,,,,
Fix,GT,37.4347801000,-122.1079814000,-29.757935515915108,28.213017,0.1,320.05136,1593045657440,,,,
Fix,GT,37.4349740000,-122.1081846000,-29.758752349814984,27.829319,0.1,320.27438,1593045658440,,,,
Fix,GT,37.4351653000,-122.1083843000,-29.73211474000226,27.457432,0.1,320.19522,1593045659440,,,,
Fix,GT,37.4353541000,-122.1085824000,-29.73602902813343,27.176804,0.1,320.15695,1593045660440,,,,
Fix,GT,37.4355411000,-122.1087782000,-29.768619002740877,26.895943,0.1,320.1883,1593045661440,,,,
Fix,GT,37.4357260000,-122.1089719000,-29.75884801107378,26.58939,0.1,320.1938,1593045662440,,,,
Fix,GT,37.4359091000,-122.1091633000,-29.75875324286676,26.306732,0.1,320.27295,1593045663440,,,,
Fix,GT,37.4360910000,-122.1093533000,-29.729801177978516,26.31341,0.1,320.18762,1593045664440,,,,
Fix,GT,37.4362745000,-122.1095459000,-29.703162686677956,26.730839,0.1,320.09723,1593045665440,,,,
Fix,GT,37.4364587000,-122.1097392000,-29.689983121630462,26.522514,0.1,320.1231,1593045666440,,,,
Fix,GT,37.4366413000,-122.1099310000,-29.68498106542137,26.4145,0.1,320.12564,1593045667440,,,,
Fix,GT,37.4368243000,-122.1101224000,-29.668438553134536,26.471016,0.1,320.27222,1593045668440,,,,
Fix,GT,37.4370076000,-122.1103130000,-29.642028275749396,26.395145,0.1,320.31686,1593045669440,,,,
Fix,GT,37.4371906000,-122.1105056000,-29.607800554996686,26.716314,0.1,319.7605,1593045670440,,,,
Fix,GT,37.4373762000,-122.1107036000,-29.608570775410385,27.356663,0.1,319.5728,1593045671440,,,,
Fix,GT,37.4375650000,-122.1109050000,-29.55721102265852,27.58065,0.1,319.92126,1593045672440,,,,
Fix,GT,37.4377554000,-122.1111051000,-29.515982454632308,27.573257,0.1,320.06616,1593045673440,,,,
Fix,GT,37.4379457000,-122.1113046000,-29.51557403627953,27.492887,0.1,320.22784,1593045674440,,,,
Fix,GT,37.4381361000,-122.1115038000,-29.487620623115617,27.576519,0.1,320.17188,1593045675440,,,,
Fix,GT,37.4383269000,-122.1117042000,-29.46975370564155,27.593224,0.1,320.07355,1593045676440,,,,
Fix,GT,37.4385165000,-122.1119036000,-29.45780094093675,27.337334,0.1,320.03665,1593045677440,,,,
Fix,GT,37.4387057000,-122.1121021000,-29.4768009185791,27.491634,0.1,320.1673,1593045678440,,,,
Fix,GT,37.4388965000,-122.1123019000,-29.448935537342777,27.60511,0.1,320.22067,1593045679440,,,,
Fix,GT,37.4390873000,-122.1125016000,-29.30101945792586,27.58537,0.1,320.18973,1593045680440,,,,
Fix,GT,37.4392782000,-122.1127014000,-29.122742397615525,27.605227,0.1,320.1814,1593045681440,,,,
Fix,GT,37.4394698000,-122.1129024000,-28.82656289138049,27.854244,0.1,319.97296,1593045682440,,,,
Fix,GT,37.4396632000,-122.1131064000,-28.547876086412543,28.329987,0.1,320.12292,1593045683440,,,,
Fix,GT,37.4398612000,-122.1133138000,-28.29015234742525,28.935324,0.1,320.16574,1593045684440,,,,
Fix,GT,37.4400633000,-122.1135262000,-28.208439260095247,29.589516,0.1,319.95984,1593045685440,,,,
Fix,GT,37.4402689000,-122.1137435000,-28.183297623513624,30.048569,0.1,319.9247,1593045686440,,,,
Fix,GT,37.4404762000,-122.1139621000,-28.23590647702264,29.96331,0.1,320.14374,1593045687440,,,,
Fix,GT,37.4406827000,-122.1141782000,-28.520952693043796,29.7444,0.1,320.18243,1593045688440,,,,
Fix,GT,37.4408875000,-122.1143930000,-28.855495252879223,29.466904,0.1,320.06332,1593045689440,,,,
Fix,GT,37.4410895000,-122.1146056000,-29.176857244397524,29.084606,0.1,320.09567,1593045690440,,,,
Fix,GT,37.4412890000,-122.1148155000,-29.35612461073481,28.689354,0.1,320.04684,1593045691440,,,,
Fix,GT,37.4414860000,-122.1150218000,-29.39420915129739,28.288643,0.1,320.35086,1593045692440,,,,
Fix,GT,37.4416804000,-122.1152250000,-29.371571296148545,27.870903,0.1,320.12955,1593045693440,,,,
Fix,GT,37.4418721000,-122.1154251000,-29.34980010986328,27.526682,0.1,320.4847,1593045694440,,,,
Fix,GT,37.4420623000,-122.1156224000,-29.361391856735736,27.272175,0.1,320.4157,1593045695440,,,,
Fix,GT,37.4422502000,-122.1158193000,-29.374210349046848,27.094404,0.1,319.956,1593045696440,,,,
Fix,GT,37.4424362000,-122.1160166000,-29.35802872957038,27.007011,0.1,319.79245,1593045697440,,,,
Fix,GT,37.4426228000,-122.1162142000,-29.353801727294922,27.209812,0.1,319.983,1593045698440,,,,
Fix,GT,37.4428107000,-122.1164124000,-29.375801961892876,27.312546,0.1,320.00787,1593045699440,,,,
Fix,GT,37.4429991000,-122.1166118000,-29.387620123402712,27.428139,0.1,319.90372,1593045700440,,,,
Fix,GT,37.4431889000,-122.1168119000,-29.38680076599121,27.579088,0.1,320.06204,1593045701440,,,,
Fix,GT,37.4433801000,-122.1170119000,-29.366439335831046,27.66484,0.1,320.4416,1593045702440,,,,
Fix,GT,37.4435722000,-122.1172107000,-29.38662076388522,27.605408,0.1,320.5265,1593045703440,,,,
Fix,GT,37.4437634000,-122.1174090000,-29.358114357413513,27.474586,0.1,320.3378,1593045704440,,,,
Fix,GT,37.4439527000,-122.1176067000,-29.37902862424778,27.179516,0.1,320.15738,1593045705440,,,,
Fix,GT,37.4441390000,-122.1178033000,-29.3898001495063,26.854626,0.1,319.88477,1593045706440,,,,
Fix,GT,37.4443228000,-122.1179979000,-29.41862025190676,26.550316,0.1,319.85532,1593045707440,,,,
Fix,GT,37.4445044000,-122.1181906000,-29.427171836967204,26.256516,0.1,319.73508,1593045708440,,,,
Fix,GT,37.4446839000,-122.1183815000,-29.44602908136102,25.97729,0.1,319.9474,1593045709440,,,,
Fix,GT,37.4448636000,-122.1185677000,-29.46439260361791,25.836666,0.1,320.8891,1593045710440,,,,
Fix,GT,37.4450446000,-122.1187535000,-29.45807824872287,26.128197,0.1,320.59772,1593045711440,,,,
Fix,GT,37.4452269000,-122.1189431000,-29.48466748408873,26.435944,0.1,320.28027,1593045712440,,,,
Fix,GT,37.4454107000,-122.1191350000,-29.509848236988205,26.624401,0.1,320.2741,1593045713440,,,,
Fix,GT,37.4455948000,-122.1193269000,-29.4990285673,26.430285,0.1,320.33557,1593045714440,,,,
Fix,GT,37.4457768000,-122.1195164000,-29.513666950668892,26.054085,0.1,320.39948,1593045715440,,,,
Fix,GT,37.4459566000,-122.1197021000,-29.495208967096573,25.66124,0.1,320.6711,1593045716440,,,,
Fix,GT,37.4461341000,-122.1198851000,-29.484572202947277,25.427982,0.1,320.43008,1593045717440,,,,
Fix,GT,37.4463108000,-122.1200701000,-29.483344469290387,25.66703,0.1,319.99097,1593045718440,,,,
Fix,GT,37.4464874000,-122.1202565000,-29.488438157962662,25.489933,0.1,320.00146,1593045719440,,,,
Fix,GT,37.4466623000,-122.1204403000,-29.50339128815631,25.163448,0.1,320.15555,1593045720440,,,,
Fix,GT,37.4468350000,-122.1206214000,-29.525982483287123,24.781242,0.1,320.07166,1593045721440,,,,
Fix,GT,37.4470046000,-122.1208003000,-29.541981570833627,24.418953,0.1,319.91656,1593045722440,,,,
Fix,GT,37.4471717000,-122.1209768000,-29.542391628024234,24.094654,0.1,319.9304,1593045723440,,,,
Fix,GT,37.4473366000,-122.1211512000,-29.54380123447777,23.785072,0.1,319.8614,1593045724440,,,,
Fix,GT,37.4475000000,-122.1213243000,-29.550621083735848,23.763834,0.1,319.8162,1593045725440,,,,
Fix,GT,37.4476646000,-122.1214996000,-29.55866787286618,24.221178,0.1,319.71777,1593045726440,,,,
Fix,GT,37.4478337000,-122.1216790000,-29.565391565739105,24.803877,0.1,319.97498,1593045727440,,,,
Fix,GT,37.4480060000,-122.1218601000,-29.524161950999428,25.012762,0.1,320.1233,1593045728440,,,,
Fix,GT,37.4481785000,-122.1220406000,-29.46179171329254,24.815926,0.1,320.37952,1593045729440,,,,
Fix,GT,37.4483493000,-122.1222185000,-29.37629503456094,24.48114,0.1,320.20795,1593045730440,,,,
Fix,GT,37.4485172000,-122.1223950000,-29.29275291841742,24.120567,0.1,320.10007,1593045731440,,,,
Fix,GT,37.4486827000,-122.1225685000,-29.268068100896244,23.773743,0.1,320.22388,1593045732440,,,,
Fix,GT,37.4488461000,-122.1227390000,-29.147887140244165,23.400084,0.1,320.39136,1593045733440,,,,
Fix,GT,37.4490080000,-122.1229069000,-29.0749342965878,23.302902,0.1,320.56152,1593045734440,,,,
Fix,GT,37.4491708000,-122.1230745000,-28.96424809561546,23.470482,0.1,320.62866,1593045735440,,,,
Fix,GT,37.4493345000,-122.1232448000,-28.87779215555679,23.772758,0.1,320.23492,1593045736440,,,,
Fix,GT,37.4495001000,-122.1234188000,-28.689116396984275,24.158447,0.1,320.00165,1593045737440,,,,
Fix,GT,37.4496677000,-122.1235952000,-28.570249105412927,24.350964,0.1,319.97943,1593045738440,,,,
Fix,GT,37.4498355000,-122.1237722000,-28.47088628480759,24.318913,0.1,320.00623,1593045739440,,,,
Fix,GT,37.4500032000,-122.1239490000,-28.354067476351247,24.339865,0.1,319.9468,1593045740440,,,,
Fix,GT,37.4501713000,-122.1241270000,-28.24088647885901,24.521423,0.1,319.82123,1593045741440,,,,
Fix,GT,37.4503406000,-122.1243076000,-28.11088648768589,24.785019,0.1,319.4993,1593045742440,,,,
Fix,GT,37.4505107000,-122.1244914000,-27.929067433054286,25.030182,0.1,319.1506,1593045743440,,,,
Fix,GT,37.4506812000,-122.1246790000,-27.803430715291142,25.323784,0.1,318.52405,1593045744440,,,,
Fix,GT,37.4508497000,-122.1248683000,-27.70888692088488,24.569733,0.1,318.0558,1593045745440,,,,
Fix,GT,37.4510088000,-122.1250497000,-27.603933675268763,23.160816,0.1,317.78912,1593045746440,,,,
Fix,GT,37.4511597000,-122.1252227000,-27.501706099240096,22.383408,0.1,317.3891,1593045747440,,,,
Fix,GT,37.4513053000,-122.1253947000,-27.396068183732893,22.009312,0.1,316.07513,1593045748440,,,,
Fix,GT,37.4514449000,-122.1255699000,-27.318114505821654,21.89943,0.1,313.75827,1593045749440,,,,
Fix,GT,37.4515782000,-122.1257544000,-27.27175312624098,22.604694,0.1,311.18503,1593045750440,,,,
Fix,GT,37.4517164000,-122.1259592000,-27.20088676903788,24.83577,0.1,309.6793,1593045751440,,,,
Fix,GT,37.4518653000,-122.1261847000,-27.116020452072917,26.983574,0.1,310.17938,1593045752440,,,,
